item_id,store_id,dept_id,demand_band,on_hand,on_order,backorders,lead_time_days,service_level,holding_cost_per_unit_per_day,stockout_cost_per_unit,fixed_order_cost,calibration_level,calibration_count,residual_rmse,intermittency_class,inventory_source,synthetic_profile_plan,inventory_position,forecast_1d,forecast_7d,forecast_30d,mean_daily_forecast,lead_time_demand,planning_horizon_days,planning_horizon_demand,sigma_daily,residual_mean_used,safety_stock,reorder_point,target_stock_level,days_of_supply,days_of_supply_label,stockout_risk,stockout_risk_pct,stock_status,recommended_order_qty_raw,recommended_order_qty,priority_score,priority_label,cost_optimized_order_qty,estimated_cost_without_order,estimated_cost_with_recommendation,estimated_cost_with_service_order,estimated_cost_savings,expected_shortage_without_order,expected_excess_without_order,expected_shortage_with_recommendation,expected_excess_with_recommendation,candidate_count,candidate_min,candidate_max
FOODS_1_017,CA_1,FOODS_1,low,45.0,13.0,0.0,10,0.95,0.02,5.0,25.0,item_store,90,0.9711396652324296,intermittent,synthetic_demo,overstock,58.0,1.3571428571428572,9.67039028317354,44.57833523295359,1.4859445077651197,14.002967775889188,17,24.425150387174995,0.9731143393746168,-0.08174604222222218,5.061638548442947,19.064606324332136,29.48678893561794,39.032413186972086,39.0 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,5.891634746619911,5.891634746619911,5.891634746619911,0.0,0.0,34.65667498011712,0.0,34.65667498011712,1,0,0
FOODS_1_020,CA_1,FOODS_1,medium,52.0,10.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,1.3536923540823949,regular,synthetic_demo,overstock,62.0,1.6428571428571428,11.53461881366855,51.25358701693176,1.708452900564392,11.53461881366855,14,23.080471905730555,1.3528039319549692,0.1507936222222222,5.887231771585103,17.42185058525365,28.967703677315658,36.29014295888294,36.3 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,5.05319579592452,5.05319579592452,5.05319579592452,0.0,0.0,36.09425568517515,0.0,36.09425568517515,1,0,0
FOODS_1_042,CA_1,FOODS_1,high,14.0,1.0,1.0,7,0.95,0.02,5.0,25.0,item_store,90,3.1432268704963766,regular,synthetic_demo,critical,14.0,3.0714285714285716,22.608839832708952,89.96776792213842,2.998925597404614,22.608839832708952,14,41.95915979230986,3.1503718107107486,-0.25555555555555554,13.71002003928222,36.31885987199117,55.66917983159208,4.668338558354412,4.7 days,0.8491610246342614,84.91610246342614,CRITICAL,41.66917983159208,42,75.86409851955115,URGENT,50,147.54464671529226,28.647606582286336,30.26861667729263,118.89704013300593,29.508929343058455,0.0,0.15152853897169563,20.642599195913245,67,0,66
FOODS_1_082,CA_1,FOODS_1,high,123.0,1.0,0.0,5,0.95,0.02,5.0,25.0,item_store,90,5.663156788417952,regular,synthetic_demo,healthy,124.0,7.892857142857143,55.1177754115859,240.0440069496399,8.00146689832133,39.37970977726914,12,96.01110900217677,5.650512766636703,0.705555888888889,20.782611512397214,60.16232128966635,116.79372051457398,15.497158405543688,15.5 days,1.0613177003904184e-11,1.0613177003904184e-09,HEALTHY,0.0,0,0.0,NONE,0,13.888378853783621,13.888378853783621,13.888378853783621,0.0,2.3043190338035235,19.72319737305005,2.3043190338035235,19.72319737305005,41,0,40
FOODS_1_086,CA_1,FOODS_1,high,57.0,16.0,0.0,5,0.95,0.02,5.0,25.0,item_store,90,5.022892578125002,regular,synthetic_demo,healthy,73.0,4.321428571428571,31.330468432337305,132.6026818080261,4.42008939360087,22.690947979729426,12,51.48161551545363,4.96441935273776,0.9261904666666665,18.259156832944605,40.95010481267403,69.74077234839824,16.51550308138221,16.5 days,2.9209925755946387e-06,0.00029209925755946387,HEALTHY,0.0,0,0.0,NONE,0,18.35562883151522,18.35562883151522,18.35562883151522,0.0,3.437620592869224,9.729382226409179,3.437620592869224,9.729382226409179,35,0,34
FOODS_1_089,CA_1,FOODS_1,low,5.0,1.0,0.0,14,0.9,0.02,5.0,25.0,item_store,90,0.7189924298522254,intermittent,synthetic_demo,critical,6.0,0.7142857142857143,4.565782611625831,19.191869280354165,0.6397289760118056,8.950826068108094,21,13.783216232624287,0.7089267507192277,0.14126983655555556,3.39939371956663,12.350219787674725,17.182609952190916,9.378971759893014,9.4 days,0.8670263915701713,86.70263915701713,CRITICAL,11.182609952190916,12,71.7928750144146,HIGH,17,57.8960020556992,26.326896520681984,30.073272564215245,31.569105535017215,11.579200411139839,0.0,0.0361859130559217,5.456985501916083,22,0,21
FOODS_1_099,CA_1,FOODS_1,high,56.0,12.0,0.0,7,0.975,0.02,5.0,25.0,item_store,90,8.100904913367367,regular,synthetic_demo,reorder,68.0,7.428571428571429,52.3255175049726,217.8132965556335,7.260443218521117,52.3255175049726,14,105.04360315676976,8.140278772713526,-0.311111111111111,42.21204467078291,94.53756217575551,147.25564782755268,9.365819407076218,9.4 days,0.2333716741003543,23.33716741003543,REORDER NOW,79.25564782755268,80,30.85422032867257,MEDIUM,95,226.3993766783183,33.76410943311224,35.79450989466567,192.63526724520608,45.270918296366666,0.3198942606071064,0.3418779762876607,50.3908539405281,129,0,128
FOODS_1_112,CA_1,FOODS_1,medium,50.0,16.0,0.0,7,0.975,0.02,5.0,25.0,item_store,90,2.3461806330072768,regular,synthetic_demo,overstock,66.0,1.5357142857142858,10.687360651970526,51.97314464678038,1.7324381548926795,10.687360651970526,14,22.010261322665574,2.3586440360333403,0.05634914444444448,12.230930928957129,22.918291580927654,34.24119225162271,38.09659803070347,38.1 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,5.285499883460238,5.285499883460238,5.285499883460238,0.0,0.0,37.75357059614456,0.0,37.75357059614456,1,0,0
FOODS_1_135,CA_1,FOODS_1,low,0.0,0.0,2.0,7,0.95,0.02,5.0,25.0,item_store,90,0.861480423854662,intermittent,synthetic_demo,stockout,-2.0,1.3928571428571428,10.44527274487942,43.576904488663516,1.4525634829554506,10.44527274487942,14,21.6612870398004,0.8646548213314498,-0.05317459888888888,3.762868524665256,14.208141269544676,25.424155564465654,0.0,0.0 days,0.9999999733854232,99.99999733854233,STOCKOUT,27.424155564465654,28,99.99999866927116,URGENT,29,115.05687083879675,25.985936780990954,26.01684420030941,89.0709340578058,23.01137416775935,0.0,0.02870217207728885,6.017328004317937,35,0,34
FOODS_1_155,CA_1,FOODS_1,medium,17.0,0.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,2.001799087136563,regular,synthetic_demo,healthy,17.0,0.5714285714285714,3.7519498661077613,18.118517130275634,0.6039505710091878,3.7519498661077613,14,8.416333961002758,2.0087540019874006,-0.13015877777777785,8.741843590526024,12.493793456633785,17.15817755152878,28.147998886056822,28.1 days,0.00633816294063827,0.633816294063827,HEALTHY,0.1581775515287802,1,0.5012838490011319,LOW,0,5.737797712832889,5.737797712832889,29.474001805688296,0.0,1.053605017304073,3.3555187593751703,1.053605017304073,3.3555187593751703,16,0,15
FOODS_1_156,CA_1,FOODS_1,low,41.0,5.0,0.0,14,0.95,0.02,5.0,25.0,item_store,90,1.4404466769585742,intermittent,synthetic_demo,healthy,46.0,1.5714285714285714,11.153482773895838,46.29393506902225,1.5431311689674083,22.23174369852212,21,32.61728945102535,1.438972746137492,0.16507938888888884,8.856127149720248,31.087870848242368,41.473416600745594,29.809520360334023,29.8 days,5.062372649300428e-06,0.0005062372649300428,HEALTHY,0.0,0,0.0,NONE,0,3.390900561302817,3.390900561302817,3.390900561302817,0.0,0.3215720111069546,8.490669075085925,0.3215720111069546,8.490669075085925,9,0,8
FOODS_1_172,CA_1,FOODS_1,high,50.0,6.0,0.0,7,0.9,0.02,5.0,25.0,item_store,90,2.706332340323559,regular,synthetic_demo,overstock,56.0,1.9285714285714286,13.228829358078498,49.93377143167257,1.664459047722419,13.228829358078498,14,24.428906237854523,2.7150236478256393,-0.18650805555555555,9.205740366705358,22.434569724783856,33.63464660455988,33.64456462694484,33.6 days,1.3061787207391262e-09,1.3061787207391262e-07,OVERSTOCK,0.0,0,0.0,NONE,0,3.8596210650171376,3.8596210650171376,3.8596210650171376,0.0,0.0,27.568721892979557,0.0,27.568721892979557,1,0,0
FOODS_1_175,CA_1,FOODS_1,medium,31.0,10.0,0.0,14,0.95,0.02,5.0,25.0,item_store,90,0.9069991128407335,regular,synthetic_demo,healthy,41.0,1.3928571428571428,10.299771846816112,45.09728477894449,1.5032428259648163,21.656352110635,21,32.327929429676416,0.9114932207874289,0.03253968777777776,5.609765633900479,27.26611774453548,37.937695063576896,27.27436931134878,27.3 days,7.065239393533318e-09,7.065239393533318e-07,HEALTHY,0.0,0,0.0,NONE,0,1.9467339886956998,1.9467339886956998,1.9467339886956998,0.0,0.053846790694910635,7.988095405814984,0.053846790694910635,7.988095405814984,5,0,4
FOODS_1_210,CA_1,FOODS_1,medium,5.0,2.0,0.0,3,0.99,0.02,5.0,25.0,item_store,90,0.9213393667660336,regular,synthetic_demo,critical,7.0,2.8214285714285716,20.061151095128547,76.34913662020423,2.5449712206734745,8.698751822157433,10,27.474098672516863,0.8749036797540088,-0.3031746222222222,3.5252955164341664,12.2240473385916,30.99939418895103,2.7505222625455046,2.8 days,0.8688579654486928,86.88579654486928,CRITICAL,23.99939418895103,24,71.74742813948731,HIGH,23,86.72351368744732,25.6388666242575,25.696946742141098,61.08464706318982,17.344702737489467,0.0,0.014379783922832321,5.669677046433367,28,0,27
FOODS_1_214,CA_1,FOODS_1,low,41.0,5.0,0.0,7,0.99,0.02,5.0,25.0,item_store,90,1.0889311142192328,intermittent,synthetic_demo,overstock,46.0,0.9285714285714286,6.781642931600823,33.62207256365191,1.1207357521217305,6.781642931600823,14,14.890273319556615,1.0873720121276536,0.12857142333333335,6.692707249876691,13.474350181477515,21.582980569433307,41.04446557800508,41.0 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,3.9148677038075586,3.9148677038075586,3.9148677038075586,0.0,0.0,27.963340741482558,0.0,27.963340741482558,1,0,0
FOODS_2_021,CA_1,FOODS_2,high,113.0,12.0,0.0,7,0.975,0.02,5.0,25.0,item_store,90,4.772607021092118,regular,synthetic_demo,healthy,125.0,6.428571428571429,46.127901219254596,203.2682532551759,6.775608441839196,46.127901219254596,14,91.12085238452586,4.595008962536718,1.3777777777777778,23.82777408550475,69.95567530475935,114.9486264700306,18.448527696513338,18.4 days,4.359013150434521e-11,4.359013150434521e-09,HEALTHY,0.0,0,0.0,NONE,0,10.788827358727776,10.788827358727776,10.788827358727776,0.0,1.736212002049217,15.055481060583512,1.736212002049217,15.055481060583512,28,0,27
FOODS_2_024,CA_1,FOODS_2,medium,8.0,2.0,0.0,5,0.95,0.02,5.0,25.0,item_store,90,1.4025709229645325,regular,synthetic_demo,reorder,10.0,1.4285714285714286,10.150456340015031,46.63544481906283,1.5545148273020943,7.223493187362408,12,17.970009090336884,1.4104264924315009,0.002380933333333278,5.187555018381848,12.411048205744255,23.15756410871873,6.432875276818871,6.4 days,0.18933052201621514,18.933052201621514,REORDER NOW,13.15756410871873,14,26.65802765673569,MEDIUM,18,46.44154853766861,26.1513307108177,27.17690556087588,20.29021782685091,9.287870241059649,0.018311103086454252,0.020249571752828124,8.750690433779633,23,0,22
FOODS_2_028,CA_1,FOODS_2,low,0.0,0.0,0.0,5,0.95,0.02,5.0,25.0,item_store,90,0.8235307807271013,intermittent,synthetic_demo,critical,0.0,0.35714285714285715,2.7843827925559235,12.048454492825178,0.40161514976083923,1.917902627067591,12,5.044512664177235,0.8223056935061166,0.09761904666666668,3.0244440599223874,4.942346686989978,8.068956724099623,0.0,0.0 days,0.8515391710978872,85.15391710978872,STOCKOUT,8.068956724099623,9,92.57695855489436,URGENT,12,38.868602120389184,25.531159118640353,26.734246796544483,13.33744300174883,7.773720424077839,0.0,0.004688587798768182,4.23096816372093,15,0,14
FOODS_2_040,CA_1,FOODS_2,low,6.0,2.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,0.6268510048045628,intermittent,synthetic_demo,reorder,8.0,0.8214285714285714,6.404080422878623,27.292480498760245,0.9097493499586748,6.404080422878623,14,13.46076374754491,0.5949512429388081,-0.20714286666666662,2.589152631240275,8.993233054118898,16.049916378785184,8.793630905439391,8.8 days,0.15532332239547464,15.532332239547465,REORDER NOW,8.049916378785184,9,21.11053486590174,LOW,0,15.287596531711316,15.287596531711316,25.846384081762103,0.0,3.0549372073641403,0.09221782064725614,3.0549372073641403,0.09221782064725614,11,0,10
FOODS_2_059,CA_1,FOODS_2,high,35.0,8.0,0.0,14,0.95,0.02,5.0,25.0,item_store,90,1.19204657433095,regular,synthetic_demo,healthy,43.0,1.7142857142857142,12.809777226217623,56.289831940409755,1.876327731346992,25.790374846840297,21,38.79399458162192,1.1910218093266505,-0.13492057777777772,7.330118384659698,33.12049323149999,46.124112966281615,22.91710519522666,22.9 days,5.628164662097035e-05,0.005628164662097035,HEALTHY,3.124112966281615,4,1.357469062282838,LOW,0,3.034892654687711,3.034892654687711,27.491064080266995,0.0,0.34003462827277836,6.355807206303898,0.34003462827277836,6.355807206303898,10,0,9
FOODS_2_072,CA_1,FOODS_2,medium,13.0,1.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,1.259746581919394,intermittent,synthetic_demo,healthy,14.0,0.6428571428571429,4.861194979849309,22.336595517919246,0.7445531839306415,4.861194979849309,14,10.134007919090672,1.2090008681749898,0.37619047666666666,5.261419008967442,10.12261398881675,15.395426928058114,18.803223600618118,18.8 days,0.0021381723761875193,0.21381723761875193,HEALTHY,1.3954269280581144,2,1.9196896927982414,LOW,0,17.18550888328739,17.18550888328739,35.39027048084892,0.0,3.4220338256434433,0.5381411076440878,3.4220338256434433,0.5381411076440878,15,0,14
FOODS_2_095,CA_1,FOODS_2,low,42.0,5.0,0.0,14,0.9,0.02,5.0,25.0,item_store,90,0.9190907982689118,intermittent,synthetic_demo,overstock,47.0,0.9642857142857143,6.80125705530752,26.775334488838862,0.8925111496279621,12.667880580465075,21,18.68793566503746,0.9199071711056247,-0.0888889122222222,4.411071604884709,17.078952185349785,23.09900726992217,52.66040656141009,52.7 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,5.96872934811321,5.96872934811321,5.96872934811321,0.0,0.0,28.422520705300993,0.0,28.422520705300993,1,0,0
FOODS_2_116,CA_1,FOODS_2,high,21.0,3.0,0.0,10,0.95,0.02,5.0,25.0,item_store,90,1.391085566856857,regular,synthetic_demo,healthy,24.0,1.0,6.99046103861845,31.838403468270613,1.0612801156090204,9.918019053884171,17,17.307883714059003,1.3980314162828789,-0.04841269888888879,7.271837873789215,17.189856927673386,24.57972158784822,22.61419925523385,22.6 days,0.0007230846024456339,0.07230846024456339,HEALTHY,0.5797215878482191,1,0.5078614345967403,LOW,0,3.2674367504316133,3.2674367504316133,27.635873252208658,0.0,0.49587565339363854,4.635638138020122,0.49587565339363854,4.635638138020122,11,0,10
FOODS_2_136,CA_1,FOODS_2,medium,17.0,5.0,0.0,7,0.95,0.02,5.0,25.0,item_store,90,0.8627955162227369,intermittent,synthetic_demo,overstock,22.0,0.6071428571428571,4.172854192988997,18.311068048143113,0.6103689349381037,4.172854192988997,14,8.213838582557239,0.8508126343292252,-0.16904762333333334,3.7026290759300995,7.875483268919097,11.916467658487338,36.04377408596487,36.0 days,1.1102230246251565e-15,1.1102230246251565e-13,OVERSTOCK,0.0,0,0.0,NONE,0,1.918612473515603,1.918612473515603,1.918612473515603,0.0,0.0,13.704374810825733,0.0,13.704374810825733,1,0,0
FOODS_2_139,CA_1,FOODS_2,high,74.0,8.0,0.0,10,0.95,0.02,5.0,25.0,item_store,90,2.355091772167034,regular,synthetic_demo,overstock,82.0,1.8928571428571428,13.927935316774619,53.071893728606184,1.7690631242868728,19.844634404191698,17,31.45601042154493,2.3020287788546807,-0.5531747222222223,11.973965581643997,31.818599985835696,43.429976003188926,46.352218230231344,46.4 days,0.0,0.0,OVERSTOCK,0.0,0,0.0,NONE,0,9.01823582191772,9.01823582191772,9.01823582191772,0.0,0.0,53.04844601128071,0.0,53.04844601128071,1,0,0
